Date	Tavg	Rainfall
2027-02-12	24.56	0.2
2027-02-13	24.52	0.32
2027-02-14	24.53	0.42
2027-02-15	24.62	0.36
2027-02-16	24.83	0.35
2027-02-17	24.95	0.05
2027-02-18	24.9	0.14
2027-02-19	24.77	0.19
2027-02-20	24.98	0.24
2027-02-21	24.4	0.24
2027-02-22	24.37	0.22
2027-02-23	24.47	0.18
2027-02-24	24.87	0.13
2027-02-25	25.28	0.18
2027-02-26	25.49	0.1
2027-02-27	25.12	0.01
2027-02-28	25.14	0.06
2027-03-01	24.93	0.15
2027-03-02	25.49	0.38
2027-03-03	25.2	0.26
2027-03-04	25.1	0.08
2027-03-05	25.33	0.18
2027-03-06	25.73	0.26
2027-03-07	25.47	0.14
2027-03-08	25.72	0.19
2027-03-09	25.27	0.1
2027-03-10	25.19	0.22
2027-03-11	25.45	0.37
2027-03-12	25.05	0.57
2027-03-13	24.93	1.02
2027-03-14	25.23	0.7
2027-03-15	25.42	0.88
2027-03-16	25.42	0.16
2027-03-17	25.38	0.11
2027-03-18	25.24	0.13
2027-03-19	25.07	0.1
2027-03-20	25	0.08
2027-03-21	25.08	0.1
2027-03-22	25.49	0.15
2027-03-23	25.49	0.18
2027-03-24	25.34	0.15
2027-03-25	25.12	0.15
2027-03-26	24.91	0.42
2027-03-27	25.24	0.23
2027-03-28	25.37	0.29
2027-03-29	24.87	0.39
2027-03-30	25.36	0.33
2027-03-31	25.03	0.25
2027-04-01	25.32	0.01
2027-04-02	24.98	0.01
2027-04-03	24.42	0.19
2027-04-04	24.53	0.38
2027-04-05	24.58	0.25
2027-04-06	24.66	0.25
2027-04-07	24.5	0.3
2027-04-08	24.58	0.28
2027-04-09	24.85	0.08
2027-04-10	25.4	0.25
2027-04-11	25.45	0.1
2027-04-12	25.05	0.2
2027-04-13	25.3	0.14
2027-04-14	25.47	0.08
2027-04-15	25.74	0.16
2027-04-16	25.9	0.08
2027-04-17	25.75	0.11
2027-04-18	25.83	0.03
2027-04-19	25.82	0.02
2027-04-20	25.8	0.04
2027-04-21	25.96	0.07
2027-04-22	26.23	0.31
2027-04-23	26.36	0.22
2027-04-24	26.17	0.08
2027-04-25	26.06	0.12
2027-04-26	25.92	0.17
2027-04-27	25.85	0.14
2027-04-28	25.93	0.16
2027-04-29	26.03	0.05
2027-04-30	25.86	0.17
2027-05-01	25.61	0.12
2027-05-02	25.64	0.15
2027-05-03	25.88	0.15
2027-05-04	25.63	0.25
2027-05-05	25.41	0.3
2027-05-06	25.88	0.05
2027-05-07	26.46	0.12
2027-05-08	26.65	0.06
2027-05-09	26.07	0.22
2027-05-10	25.44	0.34
2027-05-11	26.36	0.11
2027-05-12	25.84	0.2
2027-05-13	25.9	0.23
2027-05-14	25.82	0.19
2027-05-15	26.82	0.25
2027-05-16	26.31	0.07
2027-05-17	25.94	0.1
2027-05-18	26.15	0.08
2027-05-19	26.37	0.22
2027-05-20	26.66	0.19
2027-05-21	26.28	0.15
2027-05-22	26.35	0.07
2027-05-23	26.07	0.08
2027-05-24	25.73	0.25
2027-05-25	26.64	0.23
2027-05-26	26.15	0.08
2027-05-27	26.1	0.17
2027-05-28	26.14	0.16
2027-05-29	26.28	0.13
2027-05-30	26.46	0.55
2027-05-31	25.89	1.81
2027-06-01	26.45	0.68
2027-06-02	26.68	0.13
2027-06-03	26.53	0.08
2027-06-04	26.41	0.09
2027-06-05	26.79	0.49
2027-06-06	26.68	0.04
2027-06-07	26.42	0.1
2027-06-08	26.74	0.25
2027-06-09	26.57	3.18
2027-06-10	26.88	2.25
2027-06-11	26.87	0.06
2027-06-12	26.15	0.17
2027-06-13	26.85	0.28
2027-06-14	26.86	0.46
2027-06-15	26.8	0.46
2027-06-16	26.95	1.05
2027-06-17	27.08	0.1
2027-06-18	26.99	0.44
2027-06-19	26.58	5.53
2027-06-20	26.89	1.21
2027-06-21	27	0.04
2027-06-22	26.63	0.18
2027-06-23	26.61	0.32
2027-06-24	26.78	0.08
2027-06-25	27.33	0.49
2027-06-26	26.87	2.54
2027-06-27	26.71	0.17
2027-06-28	26.51	0.26
2027-06-29	26.68	0.23
2027-06-30	26.59	0.16
2027-07-01	26.92	0.35
2027-07-02	26.93	0.16
2027-07-03	27.02	0.28
2027-07-04	27.05	0.28
2027-07-05	26.44	0.94
2027-07-06	26.89	1.28
2027-07-07	26.91	0.29
2027-07-08	26.44	1.29
2027-07-09	26.42	1.71
2027-07-10	26.32	0.68
2027-07-11	26.7	2.97
2027-07-12	26.58	2.89
2027-07-13	26.72	1.41
2027-07-14	27.25	0.26
2027-07-15	27.1	0.27
2027-07-16	27.59	0.25
2027-07-17	27.05	0.1
2027-07-18	27.47	0.23
2027-07-19	27.19	0.09
2027-07-20	27.17	0.29
2027-07-21	26.93	3.42
2027-07-22	27.08	1.14
2027-07-23	27.23	0.54
2027-07-24	27.15	0.34
2027-07-25	26.45	2.01
2027-07-26	26.71	0.83
2027-07-27	27.07	0.51
2027-07-28	27.03	1.66
2027-07-29	27.28	0.41
2027-07-30	27.18	0.92
2027-07-31	27.36	0.17
2027-08-01	27.41	0.51
2027-08-02	27.74	0.45
2027-08-03	27.72	1.48
2027-08-04	27.45	2.18
2027-08-05	27.24	1.96
2027-08-06	27.09	3.07
2027-08-07	27.57	1.95
2027-08-08	27.86	0.4
2027-08-09	27.44	2.89
2027-08-10	26.95	4.44
2027-08-11	26.85	2.81
2027-08-12	27.08	0.1
2027-08-13	27.45	0.19
2027-08-14	27.53	1.66
2027-08-15	27.11	5
2027-08-16	26.84	3.22
2027-08-17	27.11	2.96
2027-08-18	27.41	0.85
2027-08-19	27.05	7.29
2027-08-20	26.81	6.81
2027-08-21	27.1	0.16
2027-08-22	27.19	1.96
2027-08-23	26.83	6.21
2027-08-24	26.77	7.82
2027-08-25	26.58	9.68
2027-08-26	26.99	1.23
2027-08-27	27.04	0.15
2027-08-28	27.37	1.4
2027-08-29	27.3	1.15
2027-08-30	27.05	1.4
2027-08-31	27.14	2.62
2027-09-01	27.18	5.93
2027-09-02	27	7.13
2027-09-03	26.85	9.66
2027-09-04	26.87	3.47
2027-09-05	26.9	1.2
2027-09-06	27.01	4.29
2027-09-07	27.03	2.16
2027-09-08	26.96	2.72
2027-09-09	26.93	4.66
2027-09-10	26.93	5.56
2027-09-11	27.06	3.15
2027-09-12	26.94	2.67
2027-09-13	26.9	5.7
2027-09-14	26.82	6.65
2027-09-15	26.52	8.06
2027-09-16	26.78	3.19
2027-09-17	26.4	4.02
2027-09-18	26.63	3.11
2027-09-19	26.73	2.17
2027-09-20	26.75	2.79
2027-09-21	26.72	1.85
2027-09-22	26.69	0.93
2027-09-23	26.79	7.7
2027-09-24	26.12	13.28
2027-09-25	25.55	29.05
2027-09-26	25.83	18.1
2027-09-27	26.5	1.76
2027-09-28	26.55	1.41
2027-09-29	26.39	5.38
2027-09-30	26.7	4.86
2027-10-01	26.66	4.01
2027-10-02	26.48	4.06
2027-10-03	26.34	9.8
2027-10-04	26.58	4.21
2027-10-05	26.62	0.06
2027-10-06	26.49	0.27
2027-10-07	26.6	0.27
2027-10-08	26.41	0.76
2027-10-09	26.74	0.25
2027-10-10	26.61	0.42
2027-10-11	26.64	1.09
2027-10-12	26.4	1.18
2027-10-13	26.32	2.58
2027-10-14	26.19	2.07
2027-10-15	26.62	0.87
2027-10-16	26.87	0.14
2027-10-17	26.8	2.22
2027-10-18	26.4	3.41
2027-10-19	26.29	13.11
2027-10-20	26.2	15.29
2027-10-21	26.11	8.98
2027-10-22	26.49	2.2
2027-10-23	26.48	0.99
2027-10-24	26.35	1.25
2027-10-25	26.38	7.21
2027-10-26	26.55	4
2027-10-27	26.61	0.13
2027-10-28	26.32	1.15
2027-10-29	26.07	1.22
2027-10-30	26.01	1.41
2027-10-31	25.99	1.49
2027-11-01	25.86	4.09
2027-11-02	25.99	5.49
2027-11-03	26.07	4.2
2027-11-04	26.12	2.91
2027-11-05	26.14	3.25
2027-11-06	26.21	3.59
2027-11-07	26.04	1.15
2027-11-08	26.09	2.29
2027-11-09	25.96	1.14
2027-11-10	25.93	2.47
2027-11-11	26.03	5.13
2027-11-12	26.17	3.32
2027-11-13	26.05	0.04
2027-11-14	25.68	0.07
2027-11-15	25.86	0.1
2027-11-16	25.77	1.71
2027-11-17	25.69	7.22
2027-11-18	25.86	2.46
2027-11-19	25.82	0.07
2027-11-20	25.92	0.24
2027-11-21	26.05	0.31
2027-11-22	25.62	0.65
2027-11-23	25.88	2.57
2027-11-24	25.94	0.87
2027-11-25	25.91	0.08
2027-11-26	25.73	0.23
2027-11-27	25.9	1.2
2027-11-28	25.8	2.04
2027-11-29	25.77	1.41
2027-11-30	25.64	0.01
2027-12-01	25.7	1.37
2027-12-02	25.77	5.19
2027-12-03	25.77	0.09
2027-12-04	25.68	0.16
2027-12-05	25.62	0.1
2027-12-06	25.44	0.11
2027-12-07	25.54	0.1
2027-12-08	25.42	0.16
2027-12-09	25.47	0.11
2027-12-10	25.48	0.1
2027-12-11	25.2	0.18
2027-12-12	25.64	0.18
2027-12-13	25.33	0.18
2027-12-14	25.3	0.17
2027-12-15	25.51	0.2
2027-12-16	25.26	0.11
2027-12-17	24.83	0.09
2027-12-18	24.87	0.04
2027-12-19	25.06	0.18
2027-12-20	24.87	0.13
2027-12-21	24.84	0.1
2027-12-22	24.97	0.24
2027-12-23	25.39	0.18
2027-12-24	25.17	0.11
2027-12-25	25.23	0.17
2027-12-26	24.94	0.08
2027-12-27	24.71	0.14
2027-12-28	25.17	0.14
2027-12-29	24.88	0.18
2027-12-30	24.66	0.19
2027-12-31	24.68	0.13
2028-01-01	24.52	0.15
2028-01-02	24.61	0.14
2028-01-03	24.67	0.1
2028-01-04	24.79	0.28
2028-01-05	24.55	0.78
2028-01-06	24.38	0.8
2028-01-07	24.43	0.26
2028-01-08	24.39	0.09
2028-01-09	24.68	0.11
2028-01-10	25	0.9
2028-01-11	25.47	0.52
2028-01-12	24.94	0.98
2028-01-13	24.27	0.28
2028-01-14	24.72	0.53
2028-01-15	24.73	0.85
2028-01-16	24.45	0.81
2028-01-17	24.42	1.26
2028-01-18	24.32	0.32
2028-01-19	24.45	0.35
2028-01-20	24.82	0.36
2028-01-21	24.64	1.29
2028-01-22	24.58	0.39
2028-01-23	24.92	0.53
2028-01-24	25.21	0.48
2028-01-25	25.35	0.1
2028-01-26	25.17	0.22
2028-01-27	25.04	0.15
2028-01-28	24.75	0.4
2028-01-29	24.69	0.37
2028-01-30	24.6	0.28
2028-01-31	24.04	0.41
2028-02-01	24.78	2.45
2028-02-02	25.26	1.37
2028-02-03	25.09	0.2
2028-02-04	24.92	0.34
2028-02-05	25.09	0.1
2028-02-06	25.5	0.16
2028-02-07	25.37	0.11
2028-02-08	25.13	0.21
2028-02-09	25.14	0.25
2028-02-10	25.36	0.1
2028-02-11	25.31	0.07
2028-02-12	25.02	0.13
2028-02-13	24.91	0.11
2028-02-14	25.11	0.14
2028-02-15	25.26	0.05
2028-02-16	25.44	0.19
2028-02-17	25.54	0.16
2028-02-18	25.66	0.06
2028-02-19	25.48	0.13
2028-02-20	24.93	0.04
2028-02-21	25.06	0.4
2028-02-22	25.42	0.11
2028-02-23	24.98	0.04
2028-02-24	24.98	0.17
2028-02-25	25.28	0.15
2028-02-26	25.29	0.09
2028-02-27	25.33	0.15
2028-02-28	24.75	0.4
2028-02-29	24.46	0.37
2028-03-01	24.93	0.33
2028-03-02	25.13	0.1
2028-03-03	25.21	0.1
2028-03-04	25.35	0.02
2028-03-05	25.12	0.22
2028-03-06	25.13	0.05
2028-03-07	25.18	0.04
2028-03-08	25.36	0.12
2028-03-09	24.98	0.32
2028-03-10	23.87	0.5
2028-03-11	24.42	0.09
2028-03-12	25.01	0.12
2028-03-13	25.53	0.15
2028-03-14	25.26	0.06
2028-03-15	25.16	0.05
2028-03-16	25.55	0.09
2028-03-17	25.36	0.07
2028-03-18	25.49	0.06
2028-03-19	25.6	0.03
2028-03-20	25.7	0.08
2028-03-21	25.78	0.06
2028-03-22	25.71	0.15
2028-03-23	25.37	0.17
2028-03-24	24.92	0.39
2028-03-25	24.99	0.43
2028-03-26	25.15	0.25
2028-03-27	25.21	0.1
2028-03-28	24.87	0.11
2028-03-29	24.47	0.14
2028-03-30	24.52	0.21
2028-03-31	24.95	0.38
2028-04-01	24.86	0.19
2028-04-02	25.04	0.16
2028-04-03	25.88	0.1
2028-04-04	25.61	0.1
2028-04-05	25.41	0.13
2028-04-06	25.39	0.13
2028-04-07	25.47	0.11
2028-04-08	26.04	0.68
2028-04-09	26.08	0.1
2028-04-10	25.69	0.19
2028-04-11	25.45	0.25
2028-04-12	25.58	0.07
2028-04-13	25.66	0.14
2028-04-14	25.83	0.05
2028-04-15	26.1	0.09
2028-04-16	26.26	0.13
2028-04-17	25.62	0.35
2028-04-18	25.46	0.35
2028-04-19	25.37	0.33
2028-04-20	25.6	0.25
2028-04-21	25.9	0.14
2028-04-22	25.92	0.14
2028-04-23	25.94	0.12
2028-04-24	25.79	0.08
2028-04-25	25.86	0.04
2028-04-26	25.97	0.08
2028-04-27	26	0.19
2028-04-28	25.96	0.1
2028-04-29	26.08	0.11
2028-04-30	26.2	0.09
2028-05-01	26.51	0.08
2028-05-02	26.22	0.07
2028-05-03	25.71	0.29
2028-05-04	25.59	0.38
2028-05-05	25.82	0.16
2028-05-06	25.81	0.38
2028-05-07	25.84	0.11
2028-05-08	25.71	0.26
2028-05-09	25.95	0.22
2028-05-10	26.37	0.19
2028-05-11	26.9	0.17
2028-05-12	26.8	0.32
2028-05-13	26.85	0.25
2028-05-14	26.36	0.1
2028-05-15	26.34	0.15
2028-05-16	27.05	0.29
2028-05-17	27.08	0.02
2028-05-18	26.6	0.18
2028-05-19	26.47	0.15
2028-05-20	26.46	0.12
2028-05-21	26.86	0.18
2028-05-22	26.64	0.61
2028-05-23	26.83	0.59
2028-05-24	26.67	0.03
2028-05-25	26.76	0.07
2028-05-26	27.25	0.12
2028-05-27	27.4	0.11
2028-05-28	27.26	0.11
2028-05-29	27.01	0.13
2028-05-30	26.78	0.3
2028-05-31	26.79	0.2
2028-06-01	26.74	0.11
2028-06-02	26.69	0.16
2028-06-03	27.08	0.54
2028-06-04	26.85	0.19
2028-06-05	26.47	0.2
2028-06-06	26.65	0.14
2028-06-07	26.86	0.21
2028-06-08	26.45	0.11
2028-06-09	26.32	0.36
2028-06-10	26.48	0.17
2028-06-11	27.01	0.43
2028-06-12	26.75	0.85
2028-06-13	26.91	2.99
2028-06-14	27.15	0.25
2028-06-15	27.29	0.6
2028-06-16	26.74	11.51
2028-06-17	26.83	2.13
2028-06-18	27.1	0.29
2028-06-19	26.58	1.15
2028-06-20	26.77	1.07
2028-06-21	26.74	6.35
2028-06-22	26.83	2.65
2028-06-23	26.92	1.97
2028-06-24	26.85	5.12
2028-06-25	27.06	0.42
2028-06-26	27.17	0.86
2028-06-27	26.93	4.58
2028-06-28	26.91	0.93
2028-06-29	27.14	0.19
2028-06-30	27.08	0.5
2028-07-01	26.63	2.86
2028-07-02	27.14	0.15
2028-07-03	27.12	0.19
2028-07-04	27.02	2.06
2028-07-05	27.29	0.19
2028-07-06	27.17	0.26
2028-07-07	26.89	2.27
2028-07-08	26.82	0.93
2028-07-09	26.88	1.03
2028-07-10	26.8	4.25
2028-07-11	26.93	3.15
2028-07-12	27.22	0.33
2028-07-13	27.18	1.08
2028-07-14	27.04	2.5
2028-07-15	26.8	1.29
2028-07-16	27.06	2.13
2028-07-17	27.36	0.89
2028-07-18	27.73	0.23
2028-07-19	27.48	0.17
2028-07-20	27.27	0.52
2028-07-21	27.03	1.82
2028-07-22	27.08	1.61
2028-07-23	27.09	2.48
2028-07-24	27.21	5.95
2028-07-25	27.05	1.78
2028-07-26	27.48	0.38
2028-07-27	27.86	0.67
2028-07-28	27.5	3.12
2028-07-29	26.92	6.2
2028-07-30	26.79	7.74
2028-07-31	26.74	2.41
2028-08-01	26.63	1.4
2028-08-02	26.95	2.03
2028-08-03	27.21	1.81
2028-08-04	27.04	1.44
2028-08-05	27.15	1.55
2028-08-06	27.18	4.23
2028-08-07	26.96	3.71
2028-08-08	26.75	1.31
2028-08-09	27.05	5.1
2028-08-10	27.09	3.83
2028-08-11	26.69	4.88
2028-08-12	26.83	5.62
2028-08-13	26.96	4.03
2028-08-14	27.06	4.27
2028-08-15	27.08	3.15
2028-08-16	27.28	5.06
2028-08-17	27	4.09
2028-08-18	27	8.56
2028-08-19	27.1	1.99
2028-08-20	26.92	4.42
2028-08-21	26.68	2.88
2028-08-22	27.05	2.1
2028-08-23	26.95	4.7
2028-08-24	26.97	5.72
2028-08-25	27.11	4.54
2028-08-26	27.27	3.05
2028-08-27	27.15	9.27
2028-08-28	27.12	2.54
2028-08-29	26.99	5.02
2028-08-30	27.04	8.51
2028-08-31	27.2	0.26
2028-09-01	27.04	0.17
2028-09-02	26.89	7.94
2028-09-03	26.95	7.63
2028-09-04	26.8	0.83
2028-09-05	26.96	0.52
2028-09-06	26.98	1.13
2028-09-07	27.11	2.66
2028-09-08	26.95	6.46
2028-09-09	27	2.6
2028-09-10	26.87	0.79
2028-09-11	26.95	3.66
2028-09-12	27.04	3.42
2028-09-13	26.86	2.23
2028-09-14	26.77	0.57
2028-09-15	27.01	7.66
2028-09-16	26.86	7.15
2028-09-17	26.78	7.66
2028-09-18	26.41	10.28
2028-09-19	26.38	8.91
2028-09-20	26.12	12.2
2028-09-21	26.69	2.95
2028-09-22	26.62	3.88
2028-09-23	26.65	13.82
2028-09-24	26.34	16.51
2028-09-25	26.94	5.13
2028-09-26	26.9	1.15
2028-09-27	26.68	0.14
2028-09-28	26.52	0.09
2028-09-29	26.29	1.91
2028-09-30	26.44	3.76
2028-10-01	26.35	4.32
2028-10-02	26.34	3.94
2028-10-03	26.24	4.91
2028-10-04	26.21	4.7
2028-10-05	26.47	5.75
2028-10-06	26.43	6.03
2028-10-07	26.72	4.11
2028-10-08	26.84	4.22
2028-10-09	26.86	1.91
2028-10-10	26.77	0.84
2028-10-11	27	1.22
2028-10-12	26.67	4.09
2028-10-13	27.01	1.15
2028-10-14	27.12	1.07
2028-10-15	27.03	2.33
2028-10-16	26.74	5.78
2028-10-17	26.64	8.44
2028-10-18	26.74	3.32
2028-10-19	26.59	1.96
2028-10-20	26.45	1.97
2028-10-21	26.56	2.01
2028-10-22	26.51	1.76
2028-10-23	26.34	0.63
2028-10-24	26.33	2.11
2028-10-25	26.48	0.65
2028-10-26	26.57	0.05
2028-10-27	26.76	0.95
2028-10-28	26.7	0.08
2028-10-29	26.63	0.02
2028-10-30	26.33	0.15
2028-10-31	26.61	0.26
2028-11-01	26.62	0.12
2028-11-02	26.48	0.13
2028-11-03	26.3	0.09
2028-11-04	26.28	0.1
2028-11-05	26.11	0.6
2028-11-06	26.29	0.69
2028-11-07	26.53	0.08
2028-11-08	26.24	0.61
2028-11-09	26	0.79
2028-11-10	26.25	0.95
2028-11-11	26.3	0.22
2028-11-12	26.07	0.08
2028-11-13	26.15	0.24
2028-11-14	26.67	0.15
2028-11-15	26.14	0.1
2028-11-16	25.84	0.07
2028-11-17	26.04	0.7
2028-11-18	26.36	0.8
2028-11-19	26.46	0.25
2028-11-20	26.21	0.11
2028-11-21	25.98	0.14
2028-11-22	25.77	0.18
2028-11-23	25.74	0.22
2028-11-24	25.55	0.57
2028-11-25	25.75	0.05
2028-11-26	25.95	0.01
2028-11-27	25.82	0.14
2028-11-28	25.52	0.03
2028-11-29	25.32	0.15
2028-11-30	25.28	0.13
2028-12-01	25.19	0.05
2028-12-02	25.25	0.16
2028-12-03	25.46	0.24
2028-12-04	25.8	0.84
2028-12-05	25.96	0.07
2028-12-06	25.41	0.33
2028-12-07	25.36	0.29
2028-12-08	25.51	0.17
2028-12-09	25.39	0.78
2028-12-10	25.15	1.37
2028-12-11	25.72	0.21
2028-12-12	25.66	0.11
2028-12-13	25.42	0.69
2028-12-14	25.45	0.31
2028-12-15	25.58	0.81
2028-12-16	25.54	0.18
2028-12-17	25.4	0.32
2028-12-18	25.31	0.14
2028-12-19	25.66	0.19
2028-12-20	25.54	0.1
2028-12-21	25.33	0.21
2028-12-22	25.14	0.18
2028-12-23	24.81	0.28
2028-12-24	24.63	0.56
2028-12-25	24.64	0.31
2028-12-26	24.57	0.36
2028-12-27	24.74	0.43
2028-12-28	24.99	0.42
2028-12-29	25.22	0.07
2028-12-30	24.92	0.09
2029-01-01	25.01	0.18
2029-01-02	25.24	0.13
2029-01-03	25.35	0.1
2029-01-04	25.49	0.26
2029-01-05	25.46	0.13
2029-01-06	25.16	0.06
2029-01-07	24.96	0.05
2029-01-08	25.07	0.1
2029-01-09	25.01	0.07
2029-01-10	25.05	0.09
2029-01-11	25.05	0.16
2029-01-12	24.9	0.12
2029-01-13	24.74	0.18
2029-01-14	24.79	0.34
2029-01-15	24.81	0.21
2029-01-16	24.79	0.09
2029-01-17	25.02	0.14
2029-01-18	25.06	0.24
2029-01-19	24.87	0.25
2029-01-20	24.74	0.36
2029-01-21	24.86	0.23
2029-01-22	24.97	0.3
2029-01-23	25.1	0.19
2029-01-24	24.58	0.4
2029-01-25	24.77	0.27
2029-01-26	24.68	0.33
2029-01-27	24.73	0.17
2029-01-28	25	0.15
2029-01-29	24.87	0.09
2029-01-30	24.79	0.06
2029-01-31	24.6	0.09
2029-02-01	24.57	0.08
2029-02-02	24.67	0.07
2029-02-03	25.22	0.05
2029-02-04	25.44	0.09
2029-02-05	25.4	0.23
2029-02-06	25.41	0.25
2029-02-07	25.08	0.81
2029-02-08	25.54	0.14
2029-02-09	25.69	0.11
2029-02-10	26.03	0.27
2029-02-11	25.34	0.15
2029-02-12	25.28	0.33
2029-02-13	25.52	0.23
2029-02-14	25.1	0.11
2029-02-15	24.51	0.21
2029-02-16	24.53	0.31
2029-02-17	24.63	0.3
2029-02-18	24.44	0.2
2029-02-19	25.14	0.36
2029-02-20	26.03	0.72
2029-02-21	26.05	0.27
2029-02-22	25.65	0.38
2029-02-23	25.18	1.06
2029-02-24	25.25	1.03
2029-02-25	25.87	0.11
2029-02-26	25.6	0.2
2029-02-27	25.55	0.19
2029-02-28	25.62	0.2
2029-03-01	25.6	0.26
2029-03-02	25.78	0.18
2029-03-03	25.82	0.28
2029-03-04	25.8	0.17
2029-03-05	25.72	0.31
2029-03-06	26.22	0.33
2029-03-07	25.76	0.16
2029-03-08	25.9	0.34
2029-03-09	25.9	0.17
2029-03-10	25.62	0.17
2029-03-11	25.53	0.11
2029-03-12	25.47	0.21
2029-03-13	26.29	0.14
2029-03-14	25.97	0.17
2029-03-15	26.06	0.14
2029-03-16	26.36	0.15
2029-03-17	26.2	0.12
2029-03-18	25.92	0.05
2029-03-19	26.02	0.08
2029-03-20	25.95	0.13
2029-03-21	25.57	0.28
2029-03-22	25.45	0.28
2029-03-23	24.83	0.51
2029-03-24	25.41	0.39
2029-03-25	25.46	0.33
2029-03-26	25.46	0.31
2029-03-27	25.4	0.29
2029-03-28	25.16	0.38
2029-03-29	25.38	0.18
2029-03-30	25.45	0.23
2029-03-31	26.04	0.29
2029-04-01	25.95	0.24
2029-04-02	25.25	0.38
2029-04-03	25.45	0.25
2029-04-04	25.67	0.31
2029-04-05	25.52	0.35
2029-04-06	25.71	0.1
2029-04-07	25.76	0.15
2029-04-08	25.8	0.13
2029-04-09	25.78	0.08
2029-04-10	25.69	0.05
2029-04-11	25.97	0.26
2029-04-12	25.83	0.42
2029-04-13	25.97	0.35
2029-04-14	26.49	0.24
2029-04-15	25.86	0.14
2029-04-16	25.68	0.29
2029-04-17	25.36	0.06
2029-04-18	25.65	0.08
2029-04-19	26.09	0.1
2029-04-20	26.24	0.13
2029-04-21	26.1	0.11
2029-04-22	26.17	0.31
2029-04-23	26.2	0.67
2029-04-24	26.16	0.08
2029-04-25	25.94	0.01
2029-04-26	25.91	0.15
2029-04-27	26.18	0.14
2029-04-28	26.38	0.16
2029-04-29	26.25	0.06
2029-04-30	26.07	0.12
2029-05-01	25.81	0.17
2029-05-02	26.09	0.06
2029-05-03	26.71	0.3
2029-05-04	26.69	0.12
2029-05-05	26.38	0.09
2029-05-06	26.31	0.07
2029-05-07	26.25	0.05
2029-05-08	26.07	0.14
2029-05-09	26.22	0.13
2029-05-10	26.19	0.31
2029-05-11	26.16	0.04
2029-05-12	26.12	0.17
2029-05-13	25.89	0.19
2029-05-14	25.74	0.16
2029-05-15	25.74	0.11
2029-05-16	25.87	0.09
2029-05-17	26.06	0.11
2029-05-18	26.3	0.03
2029-05-19	26.26	0.27
2029-05-20	26.28	0.24
2029-05-21	25.77	0.27
2029-05-22	25.34	0.2
2029-05-23	26.08	0.15
2029-05-24	26.48	0.11
2029-05-25	25.75	0.21
2029-05-26	25.88	0.24
2029-05-27	26.36	0.07
2029-05-28	26.42	0.04
2029-05-29	26.35	0.12
2029-05-30	26.5	0.13
2029-05-31	26.68	0.11
2029-06-01	26.52	0.04
2029-06-02	26.23	0.1
2029-06-03	26.23	0.09
2029-06-04	26.26	0.06
2029-06-05	26.89	0.11
2029-06-06	26.87	0.12
2029-06-07	26.59	0.13
2029-06-08	26.67	0.12
2029-06-09	27.08	0.23
2029-06-10	26.55	0.02
2029-06-11	26.03	0.25
2029-06-12	26.14	0.2
2029-06-13	26.66	0.17
2029-06-14	26.41	0.09
2029-06-15	25.91	0.13
2029-06-16	26.26	0.25
2029-06-17	26.33	0.43
2029-06-18	26.5	0.38
2029-06-19	26.71	0.23
2029-06-20	27	0.48
2029-06-21	26.74	3.26
2029-06-22	26.9	1.15
2029-06-23	27.1	0.28
2029-06-24	26.95	0.38
2029-06-25	27.22	0.11
2029-06-26	27	2.65
2029-06-27	27.23	0.32
2029-06-28	27.38	1.63
2029-06-29	27.1	2.33
2029-06-30	27.26	0.61
2029-07-01	27.36	0.43
2029-07-02	27.42	0.53
2029-07-03	26.62	1.35
2029-07-04	26.76	2.53
2029-07-05	26.98	1.33
2029-07-06	26.93	2.72
2029-07-07	26.94	0.78
2029-07-08	27.51	0.21
2029-07-09	27.32	0.12
2029-07-10	27.02	0.21
2029-07-11	27.12	0.39
2029-07-12	27.04	1.24
2029-07-13	27.33	2.2
2029-07-14	27.13	2.73
2029-07-15	27.31	0.25
2029-07-16	27.58	0.13
2029-07-17	27.31	2.35
2029-07-18	26.96	1.66
2029-07-19	26.84	2.73
2029-07-20	26.66	2.71
2029-07-21	27.1	3.42
2029-07-22	26.96	2.04
2029-07-23	27	0.95
2029-07-24	27.16	2.93
2029-07-25	27.15	5.51
2029-07-26	26.96	3.41
2029-07-27	27	0.59
2029-07-28	27.12	0.41
2029-07-29	27.15	1.09
2029-07-30	27.3	1.44
2029-07-31	26.98	0.1
2029-08-01	27.36	0.23
2029-08-02	27.02	0.76
2029-08-03	27.34	0.43
2029-08-04	27.02	4.05
2029-08-05	26.91	8.89
2029-08-06	27.23	1.02
2029-08-07	27.14	0.77
2029-08-08	27.25	1.18
2029-08-09	27.7	1.47
2029-08-10	27.62	0.86
2029-08-11	27.63	1.14
2029-08-12	27.82	0.22
2029-08-13	27.95	0.27
2029-08-14	27.4	7.54
2029-08-15	27.05	4.57
2029-08-16	27.42	2.5
2029-08-17	27.38	6.68
2029-08-18	27.37	0.72
2029-08-19	27.47	0.1
2029-08-20	27.43	1.08
2029-08-21	27.39	3.91
2029-08-22	27.02	7.95
2029-08-23	27.24	4.46
2029-08-24	27.31	2.47
2029-08-25	27.19	2.36
2029-08-26	27.21	3.35
2029-08-27	27.07	2.82
2029-08-28	26.89	4.8
2029-08-29	27.08	3.73
2029-08-30	27.17	2.94
2029-08-31	27.18	1.59
2029-09-01	27.37	0.47
2029-09-02	27.36	0.89
2029-09-03	27.7	2.31
